attributes.WiFi,attributes.GoodForKids,attributes.RestaurantsPriceRange2,attributes.RestaurantsTakeOut,stars,attributes.RestaurantsDelivery,categories,business_id,postal_code
no,True,2,True,3.5,True,"Chinese, Restaurants",dF59gkEy4FcRBREppqNr0A,V7K 1C7
free,True,2,True,4.0,True,"Breakfast & Brunch, Restaurants, Cafes, Food, Coffee & Tea",tliWLQ3EfaOqlwyYu0gAmA,V6J 1M9
no,True,2,True,4.0,True,"Imported Food, Ethnic Food, Chinese, Specialty Food, Food, Restaurants",h4hJ1xxFmMPjhNpuPoFQNw,V6G 2M9
no,False,1,True,4.0,True,"Japanese, Sushi Bars, Restaurants",QTqbXOGwRJCyavINPVBRSw,V6B 1V5
no,True,2,True,3.0,False,"Restaurants, Asian Fusion, Seafood, Cajun/Creole",X1zgjcFLzIQxng7J4xl-eg,V5R 5K6
no,True,2,True,3.5,False,"Portuguese, South African, Fast Food, Restaurants, Barbeque, American (Traditional), Chicken Wings, African",GCS3ZeLQ_H9xpVEbWH1PsQ,V3W 3M9
free,True,2,True,4.0,True,"Himalayan/Nepalese, Restaurants",V4PAaxKRgSE1-BvFLs9gKQ,V6E 1N2
free,True,1,True,4.0,False,"Cafes, Food, Coffee & Tea, Restaurants",b8hOuhfKH_NSacq22pw8Sg,V5T 2R6
no,True,3,True,3.5,False,"Seafood, Restaurants",NWyAvEo2rDZg-1wU4GwJZQ,V6E 1A3
no,True,2,True,3.0,True,"Restaurants, Mexican, Event Planning & Services, Gluten-Free, Caterers, Vegetarian",A8PvauadB3A5Yh7-a0JfLw,V7E 2Y4
free,True,1,True,5.0,True,"Coffee & Tea, Restaurants, Comfort Food, Sandwiches, Food, Hungarian, Juice Bars & Smoothies, Cafes",3ByjrLF8nyArUxvO6vqJCw,V6B 3L4
free,True,2,True,3.5,True,"Korean, Restaurants, Chinese",99ehtrUI1DcFQMGzE4hKHQ,V3K 3N9
no,True,2,True,3.0,True,"Restaurants, Korean, Chinese",8mdGNEnMJMQqV8LcMpC1Vw,V6G 1C7
free,True,2,True,3.5,False,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch",bJKqZi70hu8g_ctZAAxtJw,V5Z 1E9
free,True,2,True,3.5,True,"Noodles, Chinese, Restaurants, Taiwanese",ZzK99Z5oWteQVlBtdm9r1w,V6X 4J7
free,True,1,True,3.5,True,"Restaurants, Chinese",KegXVBaMI6qypE4ADDOSjw,V5Z 1A6
no,True,2,True,3.0,True,"Thai, Restaurants",m1RAtwhe2MJU_rVidrbRXA,V5H 2B3
free,True,2,True,3.0,True,"Restaurants, Dim Sum, Seafood, Chinese",AJOiPJPEei53qh94tG3jFw,V6X 3K1
free,True,1,True,4.5,False,"Chinese, Food Court, Restaurants",9VPzKycFJAuq0C0GB1rPHQ,V6X 4E8
free,True,1,True,4.5,True,"Waffles, Restaurants, Food, Bakeries",Nk5Hsw1SlRF6I1HcY5EGdA,V7E 2Z6
no,True,1,True,3.5,False,"Vietnamese, Noodles, Restaurants",-RcVqtLDw3QwHbB_7Gw0MQ,V6Y 2C1
free,False,1,True,3.0,True,"Middle Eastern, Mediterranean, Restaurants, Falafel",nysLD22UJ5NF6xRttMOihw,V6R 2G2
free,True,1,True,4.0,True,"Food, Desserts, Sandwiches, Bakeries, Restaurants",8_Luerj7LEVuSb5ll_7hlg,V6E 1M5
free,True,2,True,3.0,True,"Indian, Food, Restaurants",DwPBSFBswknGWHDNQ61tOg,V5N 4A9
free,True,2,True,4.0,False,"Restaurants, Sushi Bars, Japanese, Asian Fusion",djACjwqDbVWNDpvKpzUNFA,V4C 2L7
no,True,2,True,3.5,True,"Restaurants, Japanese",xLpF-epmxiju8UYeNuyIog,V3B 6J6
free,False,2,True,2.5,False,"American (New), Canadian (New), Restaurants",i8lJzKLD_pcDFWwl4cD0Aw,V6X 3P8
free,True,2,True,3.0,False,"Chinese, Restaurants",6Why_C0Ts_kw3Zd62VijHA,V3B 7K1
free,True,2,True,3.0,True,"Pizza, Italian, Food, Restaurants, Ice Cream & Frozen Yogurt, Coffee & Tea, Desserts",psiDEOaU5uS6REGJMVkUWw,V6Z 2Z4
no,True,2,True,3.0,True,"Dim Sum, Chinese, Fast Food, Restaurants",KyRC-VxXOLWZSH3LwjlSxA,V3B 6S2
free,False,2,True,4.0,False,"Cocktail Bars, Canadian (New), Restaurants, Sandwiches, Bars, Steakhouses, Food Delivery Services, Food, American (New), Nightlife, Burgers",YA2nxYti0P5RRtZpN3S4MQ,V6E 1B2
no,True,1,True,2.0,True,"Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Food",s-ciPczKx4EV4II8OT3gsQ,V5B 1S2
no,True,1,True,4.5,True,"Restaurants, Grocery, Food, Ice Cream & Frozen Yogurt, Delis",F6mH0yQ-UGydvn0jqvjPXg,V5J 0A4
free,True,1,True,4.5,False,"Food, Desserts, Food Trucks, Ice Cream & Frozen Yogurt, Food Stands, Restaurants",JoaCHPW7XMzZJDAjFKl3jg,V5N 1L4
no,True,2,False,4.0,False,"Restaurants, Sushi Bars, Japanese",9UThLJTuOQPLcDCLx5BVqw,V5N 2T7
free,True,2,True,3.5,False,"Breakfast & Brunch, Comfort Food, Food, Nightlife, Lounges, Restaurants, Bars, Coffee & Tea",0RizLRPuPeUnCOWu94AAyQ,V6E 1C2
free,True,2,True,4.0,False,"Sandwiches, Food, Cafes, Coffee & Tea, Breakfast & Brunch, Japanese, Restaurants",NensKn1MSVU_rm-1Y6WlFA,V5Y 1R4
free,False,2,True,4.0,True,"Event Planning & Services, Bakeries, Coffee & Tea, Food, Caterers, Cafes, Restaurants",f5vqPrRhIOzt91gmnnZ82A,V6A 1G7
free,True,2,True,4.0,False,"Vietnamese, Restaurants",9PVhwcxOl_lmbIQJKtKZ_w,V3L 2B8
free,True,2,True,3.5,False,"Asian Fusion, Dim Sum, Chinese, Restaurants",-rfxpW-yQOWm-ZkbM8C6pQ,V6A 1T6
no,True,3,True,4.0,False,"Japanese, Sushi Bars, Restaurants",j7VmHg9M-eWZuDw-p4AIaA,V6X 3L4
no,True,2,True,3.0,False,"Hot Pot, Food, Restaurants, Taiwanese, Vegan, Do-It-Yourself Food",lq0rcFfgZJfzo9UD8bjDuA,V5E 2W5
no,True,1,True,2.5,False,"Restaurants, Vietnamese",jL0iu7Jj0lBDT9Fa1S4KZA,V6C 1A1
no,True,2,True,4.5,False,"Delis, Latin American, Peruvian, Colombian, Restaurants",eaTfCs_yQKdjxJ6JcdV96g,V5G
no,False,2,True,3.5,True,"Japanese, Restaurants, Asian Fusion, Vietnamese",7XnemYpqDJkUWH6u4D_BdQ,V6A 2W1
free,True,2,True,3.0,True,"Korean, Restaurants",HW_LrQcGkW_ooKYGnl6htQ,V5H 2E6
free,True,2,True,3.5,True,"Asian Fusion, Restaurants, Sushi Bars, Japanese",ERExev5XIiL3ShIlnHETQw,V6H 1H4
no,True,2,True,4.0,False,"Local Flavor, Restaurants, Shopping, Cafes, Burgers, Breakfast & Brunch",tdw3YB_dlFPlA42PGMfwSQ,V7J 1V2
no,True,2,True,4.5,True,"Noodles, Restaurants, Japanese, Ramen",MELmrubCowx8e3G68WTqgQ,V6G 2J6
free,True,1,True,4.0,False,"Restaurants, Delis, Sandwiches",dzQAMCjrl6sx7TyequGBQQ,V6B 4M3
free,True,2,True,3.5,True,"Sandwiches, Coffee & Tea, Desserts, Breakfast & Brunch, Food, Restaurants",A-3j3L4YtnQyRi73fIzfkg,V5X 3G9
free,True,2,True,4.0,False,"Active Life, Playgrounds, Restaurants, Cafes",Clw_6Sp9BVbyy94k640_aA,V5N 2A3
free,True,2,True,4.5,True,"Coffee & Tea, Food, Burgers, Breakfast & Brunch, Korean, Restaurants, Vegan",Z63CvMshIW9FjDRaFph3bg,V6A 4C1
no,True,2,True,4.5,False,"Coffee & Tea Supplies, Coffee & Tea, Food, Cafes, Bakeries, Restaurants, Grocery, Sandwiches",V8bM35xa5m_s_I_RDwqbpA,V5Y 2A5
free,True,2,True,2.5,True,"Breakfast & Brunch, American (Traditional), Diners, Restaurants",x9msXdOxnOG6xYrelqbpxA,V6X 2M9
no,False,2,False,4.0,False,"Cafes, French, Restaurants",Bo30wYCWWy5M9g1W7GQ5SQ,V6K 1N8
free,True,1,True,3.0,False,"Bubble Tea, Restaurants, Vietnamese, Noodles, Food, Food Court",XbpaTAMi5G6FAkhsBJMUww,V6B 1L6
free,True,1,True,4.0,False,"Restaurants, Taiwanese",5ING8UnazdVpslmYpuDWyQ,V3H 2C2
free,True,1,True,4.0,False,"Coffee & Tea, Food, Restaurants, Cafes, Desserts",sDaallW8MfssNM9YELedeA,V6X 3W5
no,True,2,True,4.0,False,"Sushi Bars, Restaurants, Asian Fusion, Japanese",mPjlslrVPe_xrof3WU7HCw,V4E 3G3
no,True,2,True,4.0,False,"Restaurants, Burgers",wfMhi8x1pgD-YEteA9Mobg,V6H 3R9
no,True,2,True,4.0,False,"Restaurants, Asian Fusion, Canadian (New), American (Traditional), Burgers, French",dPO65yVqcXagE8FUbPNruA,V5T 2W6
free,True,1,True,3.5,False,"Restaurants, Sushi Bars",YRpH2pdJCUXns-raH4_M6w,V7P 3E5
free,True,2,True,4.0,True,"Cuban, Restaurants",qJn3O2w3sZxQ0LtAneSMpA,V5N 4C5
no,True,1,True,2.5,False,"Japanese, Restaurants, Breakfast & Brunch, Noodles, Ramen",2rRb62ldXtzADt07WtI0AA,V6C 2E7
free,True,3,True,4.0,True,"Restaurants, Chinese, Hot Pot",2CGaLRPYhZRyw_RZmkxCdg,V7T 0A5
no,True,2,True,3.5,True,"Food, Ethnic Food, Greek, Specialty Food, Restaurants",MjRHsIyZcYV0LpNhM6gbIg,V6E 1N1
free,True,2,True,2.5,False,"Canadian (New), Restaurants, Vietnamese",bb5obZjlI1KiJP8fSZDLRg,V3T 2W4
no,True,1,True,4.0,False,"Food Stands, Hot Dogs, Japanese, Restaurants",myQTRg56EM2PP8hnvtUXuQ,V6B 2B7
no,True,2,False,4.0,False,"Restaurants, American (Traditional), Breakfast & Brunch, Tex-Mex",bvlNPKcLDnbhrOo7h92z2g,V7M 2E4
free,False,4,True,2.5,False,"Chinese, Restaurants",PTLgTysqhWpv5THtJabzQQ,V6J 1W9
no,False,3,False,4.0,False,"Nightlife, Restaurants, Italian, Wine Bars, Bars",Mfdo3zuB2P0xFQ40DLPaEQ,V6R 1P2
free,True,3,True,4.0,True,"Nightlife, Bars, Canadian (New), Restaurants",GrcSLZPjyrfi_-NhMICAbQ,V3T 1V8
free,True,2,True,3.5,True,"Korean, Restaurants",zmyyHX_iDAitpHS5j54mhw,V3N 4R7
free,True,2,True,4.0,True,"Indian, Restaurants, Buffets",5MnRr_uHnNDxvCcj0viYyQ,V3N 3N1
no,True,1,True,3.0,True,"Japanese, Restaurants, Sushi Bars",2pJArFo5pDgA1ykcX6N1eg,V3J 1N4
free,True,2,True,3.5,True,"Restaurants, Food, Breakfast & Brunch, Vegan, Specialty Food, Health Markets, Gluten-Free, Juice Bars & Smoothies",Nd7X0L2fKnPdqseYZP48Zg,V7H 0B5
no,True,2,True,4.0,True,"Restaurants, Japanese, Sushi Bars",25qkNxlePOqLuLNglVS40g,V7J 2A3
free,True,2,True,3.5,True,"Thai, Restaurants, Caterers, Event Planning & Services",ruI0SYCYc5cPRa6ystVDhw,V6Z 1L4
no,True,1,True,3.5,True,"Restaurants, Thai",UmDELUApCI3O1kdJLfa_yw,V3C 3G5
free,True,2,True,3.0,False,"Desserts, Italian, Burgers, Canadian (New), Breakfast & Brunch, Food, Restaurants",CgQaQ20n1IkLvbRAzhagJg,V6Y 2B7
no,True,2,True,4.0,True,"Restaurants, Pizza, Italian, Steakhouses, Specialty Food, Food, Greek",5wdqTdKr06ufxc_HET3vjg,V5L 3W8
free,True,1,True,4.0,False,"Vegetarian, Vegan, Mexican, Restaurants, Fast Food",TZ2fpNhNWH2tmFI-kIG_yw,V5T 3H9
no,True,2,True,3.5,True,"Restaurants, Korean",S9qq5lPxLLNdlw8oTdaBDA,V6G 2L7
no,True,1,True,4.0,False,"Ethnic Food, Chinese, Food Court, Noodles, Specialty Food, Imported Food, Food Stands, Food, Restaurants",N7znIWY-17_TlAPQ9F02Zw,V5H 2A9
no,True,3,False,4.0,False,"Indian, Restaurants",raZ-NDBs9S1j9fPONh4fWw,V5Z 2W2
free,True,3,True,3.0,False,"Restaurants, Chinese",6qT3oMoujGaJtpP3SkO5Hg,V6Z 1N3
free,False,2,True,3.5,False,"Canadian (New), Lounges, Nightlife, Bars, Gastropubs, Burgers, American (Traditional), Restaurants",nUEEjgDw9pf8onrNMm1h-Q,V6B 3A6
free,True,2,True,3.5,False,"Canadian (New), Restaurants, American (New)",3IxvxZAETdX_eLALwjdfQA,V6E 3T3
free,False,2,True,2.5,False,"Canadian (New), Restaurants, Nightlife, Gastropubs, American (New), Sports Bars, Breakfast & Brunch, Burgers, Bars, American (Traditional)",qAiqSvwLVPJHwGOaDVs2Bw,V6T 1Z4
free,True,2,False,2.5,False,"Food, Buffets, Restaurants",m_Tu4PBV7adWCsuwOrCT8g,V6X 3P8
free,True,2,True,3.0,False,"Dim Sum, Chinese, Restaurants, Seafood",uPF6u3WP44SM3MCQ4fh1NQ,V5G 3E3
no,True,1,True,3.0,True,"Vietnamese, Restaurants, Japanese",37tErtGJD_1xA6575V3ISg,V5L
no,True,2,True,4.0,True,"Thai, Restaurants",IYyYpXSsD41g14_z-Zdtiw,V5L
no,True,2,True,3.5,False,"Canadian (New), Nightlife, American (New), Restaurants, Pubs, Burgers, Breakfast & Brunch, Lounges, Bars",93dx1pRsq51nFRm9bvJVtA,V7A 1N6
free,True,2,True,3.5,False,"Japanese, Steakhouses, Restaurants",b_tRWRrMwOjS4-LXHaSwwg,V5Z 2T9
free,True,2,True,3.5,True,"Restaurants, Chinese",JkNcA29MXYMZr9vfC0IVcg,V5H 2E5
free,True,2,True,3.5,False,"Japanese, Sushi Bars, Specialty Food, Food, Restaurants",ER5I4Ss3fCbsNzDln0QguQ,V5A 2S8
free,True,1,True,3.0,False,"Vietnamese, Restaurants",qmsyJcl0it8do6NdqbsmsA,V3K 4Y1
free,True,1,True,2.5,True,"Food Delivery Services, Restaurants, Bakeries, Cafes, Food",AUBRwXtPavV6IhPHX4GRSQ,V6C 1S4
free,True,2,True,4.0,False,"Coffee & Tea, Food, Cafes, Restaurants",cI8qA_Ez7Ew1ilmMdVSe9A,V6M
free,True,1,True,4.0,True,"Vietnamese, Restaurants",JbKGr_gnGR3Gj6E6MUL3Tw,V5V 3P7
no,True,2,True,3.5,False,"Restaurants, Chinese",l0YNJqiMp_IHsdVVL3OnfA,V6X 3K5
no,True,1,True,3.5,False,"Restaurants, Noodles, Chinese",oGs-M9tc1n-QaxUBUphGFg,V5T 1W1
no,True,2,True,4.0,False,"Restaurants, Korean",YELTadMx296u7_W1_A3mXw,V3K 3P5
free,False,2,True,4.0,True,"Wineries, Food, Stadiums & Arenas, Canadian (New), Event Planning & Services, Party & Event Planning, Restaurants, Venues & Event Spaces, Arts & Entertainment",gj2yGgdtjxrxcvNzRiq8Yw,V6A 3A3
free,True,2,True,4.0,True,"Chinese, Restaurants, Dumplings, Bubble Tea, Food",JgSGpSMHbGecAXs_o1rE_g,V6G 1C8
free,False,2,True,3.0,False,"Restaurants, Sports Bars, Sandwiches, Beer Bar, Pubs, Bars, Nightlife, Salad, Comfort Food",BR_rIeZC0BSh7p2Appv-IQ,V3B 8A9
free,True,2,True,4.5,False,"Soup, Thai, Restaurants, Salad",wTVzfhLOYUyd6wY9LJWC2w,V3K 3P4
no,True,1,True,3.0,False,"Restaurants, Cambodian, Vietnamese",e_YCjTHisYL06BHUNhP8zA,V6B 1B4
free,True,1,True,4.0,False,"American (Traditional), Restaurants, Active Life",wJALYqxOidjMBIjlfzpE_Q,V6T 1Z1
free,True,2,True,3.0,False,"Vietnamese, Restaurants",4R_t9slc0HO0vpevm9Qsug,V7M 3K7
free,True,1,True,3.5,False,"Breakfast & Brunch, Caribbean, Coffee & Tea, Restaurants, Food, Cafes",Z7el8tD1s7WF7p9J_D6BQg,V5T 2R6
no,True,1,True,4.0,False,"Noodles, Restaurants, Chinese, Vietnamese",GKNwuNB77dAs6EAXiBb6Vg,V5L 4T9
no,False,2,True,4.0,True,"Italian, Pizza, Restaurants",k7-oClu97qColM6BcCaQMw,V6G
no,True,1,True,3.0,True,"Food, Restaurants, Fast Food, Ice Cream & Frozen Yogurt",tpbj_b1MWaLd8cVjJl5u-w,V6K 2G2
free,False,2,True,3.5,True,"Food, Cafes, Coffee & Tea, Restaurants, Soup, Coffee Roasteries",OzgQESSaSPFyTyGADifzYg,V6M 1Y8
free,True,1,True,4.5,False,"Restaurants, Sandwiches, Coffee & Tea, Soup, Food",bCcEVbCMLDBBCD3-CAE91g,V6B 2X6
free,False,2,True,4.0,True,"Nightlife, Gluten-Free, Pizza, Restaurants, Lounges, Champagne Bars, Bars",-naJRqkmbos0UeWApfEvtw,V6B 5T4
free,True,1,True,2.5,True,"Burgers, Restaurants, Fast Food",nHZJhwApVK6q_CTLFZ7mjQ,V6X 0M6
free,True,1,True,4.0,True,"Restaurants, Mexican, Fast Food, Vegetarian",I3MqOlbmCYymO81Z3RF6aQ,V6X 2X9
no,True,2,True,4.5,True,"Sushi Bars, Restaurants",NBiBIk83cYjWnFS8QTJWyg,V6B 3G7
free,True,1,True,3.5,True,"Coffee & Tea, Local Flavor, Food, French, Sandwiches, Restaurants, Bakeries",FyCYxlexC86eKkQCIu2ORQ,V6B 1L1
no,True,2,True,3.5,True,"Gluten-Free, Breakfast & Brunch, Canadian (New), Restaurants",_OfAq8W9clDTta_YesbcbQ,V7M 1H1
free,True,2,True,3.5,True,"Restaurants, Japanese",02cGvRTfVXeHWYkoiyj6wA,V6B 1M1
free,True,1,True,3.0,True,"Fast Food, Mexican, Restaurants",oAv2XW5i-w3A-pESAu1Abw,V6Z 1B7
free,True,2,True,4.5,False,"Indian, Restaurants",usO5eH44mmub9p_pH95OkQ,V6J 4Z9
no,True,2,True,3.5,False,"Sushi Bars, Japanese, Restaurants",lZS_jyfOC-auevtdf3TG9g,V3E 3G8
no,True,1,True,2.5,True,"Japanese, Restaurants, Sushi Bars",yOUoeeNi_s6N3VZDC3EkRA,V5H 4M1
free,True,2,False,4.0,False,"Canadian (New), Restaurants",aSMBUzjAm5Klq05Pgdx8DA,V7R 4J1
no,True,1,True,4.0,False,"Restaurants, Food, Bakeries, Coffee & Tea, Desserts, French",aF8kRMM0ehoqwM82yH6Zvw,V6J 5L8
free,False,2,True,4.0,True,"Music Venues, American (Traditional), Pizza, Pubs, Restaurants, Comfort Food, Arts & Entertainment, Nightlife, Lounges, Breakfast & Brunch, Canadian (New), Bars",1GmSoP4oLdwgoYcesdy7zw,V6J
no,True,2,True,3.5,True,"Japanese, Restaurants, Sushi Bars",h53WO8lSukfQjXWWvr4rKg,V6Z 2R6
free,True,1,True,3.5,True,"Cafes, Restaurants",AvXuNZzf_fjXyABZX_rzYA,V6C 0B2
free,True,2,True,4.0,False,"Food, Restaurants, Breakfast & Brunch, Caribbean",En1z8WajA_9AnXE90ElJ1Q,V3B 6J6
no,True,1,True,3.5,False,"Chinese, Barbeque, Noodles, Restaurants",g2H-Ml9RJp3aHzdAr8Mkwg,V6B 6N9
free,True,2,True,3.5,True,"Korean, Restaurants",eMc9aC2bOCCTUDBnDqaulA,V3T 4H4
no,True,1,True,3.5,False,"Sushi Bars, Japanese, Restaurants",NBka9Zh1CPmi1Y2lNFkmQw,V6X 1A7
no,True,1,True,4.0,False,"Restaurants, Ice Cream & Frozen Yogurt, Food, Pizza",AH3xWpzr0FftGx_SKcAzUg,V6H 3R9
free,True,2,True,3.5,False,"Restaurants, Korean",3eolNllUFeBWP-jSzcHDag,V3H 2C1
free,True,2,True,3.5,False,"Nightlife, Tapas Bars, Wine Bars, Asian Fusion, Breakfast & Brunch, Restaurants, Seafood, Bars, Lounges",c77s0MVRgoHr_KfaWBtiFw,V3K 3V9
no,True,2,True,3.5,True,"Food, Sandwiches, Coffee & Tea, Restaurants, Bakeries",7u6FHRxx0JMA087sPjaXRQ,V7V 1H9
free,True,1,True,2.0,True,"Restaurants, Chinese",sDbsUbbquX8SSQNyzB-fVQ,V5V 3E1
free,True,1,True,2.5,True,"Restaurants, Fast Food, Pizza",VykKYBr0UsoHSh8_iVGK2A,V6B 1V5
no,True,2,True,2.5,False,"Restaurants, Chinese",RucJX2RwCHsUeawze7pawA,V6M 4J7
free,True,2,True,4.0,True,"Pakistani, Middle Eastern, Halal, Restaurants",VHInGyn-LncgWh0JJJkGyQ,V5P 3Y8
free,False,2,False,3.0,False,"Specialty Food, Wine Bars, Mediterranean, Food, Bars, Nightlife, Italian, Restaurants",QPy2vwjdk7y5humuTq5m4w,V6E 1V8
no,True,2,True,3.5,True,"Japanese, Sushi Bars, Restaurants",eklI9ibxTgQ4Tx5VsoP2Uw,V6E 1M5
free,True,2,True,4.5,False,"American (Traditional), Cafes, Italian, Seafood, Steakhouses, Diners, Restaurants, French",y7_33jucQRo37eQEshPeMQ,V6V 2L3
no,True,2,True,4.0,True,"Restaurants, Greek",aGEaKx1jbVyQxeMumKYMHQ,V7E 3A2
free,True,2,True,3.5,True,"Pizza, Specialty Food, Italian, Food, Restaurants",kRkcKra9sSwbB9RSMf1m2Q,V5L 3Y3
free,True,1,True,3.5,True,"Fish & Chips, Canadian (New), Restaurants",ClOKH5gSKHElP0wY1oA4gQ,V5L 3W7
free,True,2,True,3.5,True,"Cheesesteaks, Burgers, Poutineries, Fast Food, Restaurants",hd-QxjFvnL-_-A2_v0toKw,V3H 5B7
no,True,2,True,3.0,True,"Asian Fusion, Food, Ethnic Food, Chinese, Restaurants, Specialty Food, Imported Food",KaCnZWL4urwTtj2Cw4jEXA,V7M 2G9
free,True,2,True,3.5,False,"Asian Fusion, Restaurants, Sushi Bars, Japanese",HwshBcGdHULKiEBAb_fTWQ,V6X 4B7
no,True,1,True,3.5,True,"Restaurants, Pizza",7pF-b2RxtFhVXk6k2ue1HQ,V4C 7A2
no,True,2,True,3.0,True,"Restaurants, Sports Bars, Burgers, Bars, Food, Nightlife, Beer Bar, Breweries",ki6qk2hoNS_HagBz3LEZuw,V5V 4B9
no,True,1,True,4.5,False,"Burgers, Breakfast & Brunch, Restaurants, Asian Fusion, Food",1Ka2vC_502vd2lAs3eq3tw,V3L 2B8
free,True,2,True,2.5,False,"Breakfast & Brunch, Restaurants, Burgers, Canadian (New)",mkp0Va3Vc6M98d11xAy8aA,V7J 3S8
free,False,2,True,4.0,False,"Canadian (New), Cafes, Gastropubs, Lounges, Nightlife, Cocktail Bars, Bars, Food Delivery Services, Food, Restaurants",jKO4Og6ucdX2-YCTKQVYjg,V6C 3E1
free,True,2,True,4.0,True,"Indian, Event Planning & Services, Fast Food, African, Restaurants, Caterers, Mediterranean",w5upfSHsC71wU9vI0irCTQ,V5V 3C2
no,True,1,True,3.0,True,"Gluten-Free, Vegan, Salad, Vegetarian, Juice Bars & Smoothies, Fast Food, Food, Ice Cream & Frozen Yogurt, Restaurants",2ANDBIhkoO4SS07RK2GDyg,V6C 3N8
free,True,2,True,4.0,False,"Sushi Bars, Restaurants, Japanese",q37bXpyCcbnKTomKPjxP_w,V3R 3W7
free,True,1,True,4.0,True,"Salad, Ice Cream & Frozen Yogurt, Vegetarian, Restaurants, Fast Food, Food, Juice Bars & Smoothies",JbxUkIp2te8UyRyNtdUaRA,V5H 4L8
free,True,2,True,4.0,True,"Pizza, Breakfast & Brunch, Restaurants, Gluten-Free",VMTKdTICNrTQdzbgzIbH3Q,V5V 3P6
no,True,1,True,4.0,True,"Persian/Iranian, Restaurants",AWoH0T6B3CMtbN_KI1FpoA,V3C 3H1
free,True,2,True,3.0,True,"Food, Vegetarian, Sandwiches, Restaurants",ZhOsv4f2cTw8n3K4BgHAAw,V6B
free,True,2,True,4.0,False,"Chinese, Coffee & Tea, Restaurants, Food",NEtaScmF4JcWabnjAOQALw,V7A 5E2
free,False,2,True,3.0,False,"Cocktail Bars, Bars, Nightlife, Restaurants, Pubs, Canadian (New)",AYSYKk-ar_O7PJtyfc6bYg,V7A 1W6
no,True,1,True,4.0,False,"Ramen, Japanese, Noodles, Restaurants",RebF7tDvVUVW4Ma5Is7CBA,V3C 3L8
free,True,2,True,3.5,False,"Delis, Sandwiches, Kosher, Restaurants",4v3pz8_xyIsmX1EAX-AQLA,V6M 2V7
free,True,2,True,2.5,True,"Seafood, Restaurants, Chinese",bayiCdTDbT6GovGl1ZNRSQ,V5P 3V4
no,True,1,True,3.0,True,"Fast Food, Burgers, Restaurants",Wwan6DSp1PCipKCHCltx2w,V6B 1Y7
free,True,2,True,4.0,False,"Pakistani, Sandwiches, Restaurants, Indian",9GdEizp2fvrEU-qnfRDGQQ,V6T 1Z1
free,True,2,True,4.0,True,"Nightlife, Restaurants, Wine Bars, Pizza, Bars",Wt0FJhWfiPZOosmPatAvXQ,V6A 2V8
free,True,2,True,4.0,True,"Bars, Lounges, Vietnamese, Sandwiches, Nightlife, Restaurants",iAw0VVcIb9wBuV8UWFhNdg,V6A 1T6
free,True,1,True,3.5,True,"Specialty Food, Food, Restaurants, Vietnamese, Ethnic Food",VV6AFZIfY9bm10TgSNs0sQ,V5K 1Z2
free,True,1,True,2.5,True,"Restaurants, Food, Cafes, Chinese, Waffles, Desserts",LUqK6BXPYpG3zAa9tsW5hA,V6X 2C7
free,True,3,True,4.0,False,"Restaurants, Bars, Steakhouses, Seafood, Nightlife",_Trgsl8TD-Mmt2Sn6Di1vQ,V6E 4T9
free,True,1,True,2.5,False,"Burgers, Restaurants, Poutineries, Fast Food",oFjfL8owpAE1xEDGofxqtw,V7B 1W2
free,True,1,True,2.5,True,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food",fTQ-dRRP2zUpaKti_cHtWg,V6X 3A9
free,True,2,True,4.0,True,"Asian Fusion, Chinese, Restaurants, Korean, Hot Pot",SaGYRAUO27ZjY0u55loZww,V3K 3P5
free,True,2,True,3.5,True,"Restaurants, Pakistani, Breakfast & Brunch, Vegetarian, Indian, Halal, Kebab",GX9fwy6m2bB4x2yEUsHmeg,V3W 0E6
free,True,2,True,3.0,True,"Restaurants, Sushi Bars, Japanese",U8I_kmjjnEjiD6hxpSWcgQ,V3J 7T9
no,True,2,True,3.0,True,"Chinese, Restaurants",49Y_boAB74zfbf_c55mhvQ,V5X 3T4
no,True,1,True,3.5,True,"Restaurants, Sushi Bars",qenYAXwuDKyHZsnWex60jQ,V6B 1Y4
no,False,1,True,3.5,True,"Restaurants, Pizza",hdbyMnHNr4kxEWztHQJPBQ,V6Z 1B6
free,True,2,True,2.0,True,"Pizza, Nightlife, Restaurants",sKYsqgRZpzyzLiIVPcC0jA,V3T 2W1
no,True,2,True,3.5,True,"Restaurants, Chinese",9BIoGWLQY_Bd-Z8D-rX3ag,V7T 1E9
free,True,2,True,3.5,True,"Lounges, Canadian (New), American (New), Bars, Nightlife, American (Traditional), Restaurants",A2bK8SMYMQfNs3WgICHZyw,V7X 8A8
free,True,2,True,3.0,True,"Desserts, Cocktail Bars, Food, American (New), American (Traditional), Bars, Comfort Food, Restaurants, Nightlife, Canadian (New)",1O63rrhNJedv4Z4P1890Ig,V6J 1W9
no,False,2,True,3.5,True,"Tapas Bars, French, Tapas/Small Plates, Restaurants",dnwUsAAIV48zks5Y7ZA3Mg,V5T 3E8
free,True,2,True,3.0,True,"Burgers, American (Traditional), Breakfast & Brunch, Restaurants",mVJ_-ZloSJVWUrs0CetxPg,V5K 1Z8
no,True,2,True,4.5,True,"Poke, Food, Japanese, Hawaiian, Restaurants",KFmi3sAfI7LtLAugylydKQ,V3R 4G5
